"PersonSize","TimePoint","ModelTorF","BRMSEA","BGammaHat","adjBGammaHat","BMc"
500,1,0,0.0538633539404253,0.991850108820137,0.979017259897574,0.98774632903031
500,1,0.3,0.140755803839991,0.948870611533226,0.868305323070569,0.922350412211776
500,2,0,0.0254487932768083,0.993085535384517,0.991505620464208,0.979333651260159
500,2,0.3,0.0848510346832201,0.929474019001319,0.912995587832118,0.796422074215875
500,3,0,0.00520348908500086,0.999167224297239,0.999086220462922,0.996261883427935
500,3,0.3,0.0579029384803639,0.945023007579867,0.93979466973878,0.76968040964448
500,4,0,0.016015766794802,0.993899529456298,0.993592219779674,0.963852289211598
500,4,0.3,0.0458340680668089,0.952497039154021,0.94997247794296,0.741394643949412
500,5,0,0.0187953379614601,0.989505320347943,0.989150869033489,0.923547417837577
500,5,0.3,0.0455508979442216,0.941417763946294,0.939445108127696,0.627070407475729
500,10,0,0.0069911530033508,0.997040387461043,0.997016217854936,0.956463573708962
500,10,0.3,0.0328702257177116,0.938660844507103,0.938134785692723,0.375236291000205
1000,1,0,0.00671354578189508,0.999543347038059,0.998809426337027,0.999314597330549
1000,1,0.3,0.121510085860638,0.962402638674557,0.9004929400946,0.943083786328095
1000,2,0,0.0330511944561095,0.988581606476451,0.985940808758183,0.965943853008788
1000,2,0.3,0.0714220148487289,0.949421046082888,0.937035953876985,0.85229805626094
1000,3,0,0.0156613162901809,0.995755097283567,0.99533634552956,0.981001437452794
1000,3,0.3,0.0562259438094987,0.948042099733343,0.943053705427877,0.781435673671301
1000,4,0,0.0177895647626302,0.992521169675483,0.992140578852867,0.955798083516265
1000,4,0.3,0.0497713013536127,0.944541520500929,0.941504253960679,0.703079287511887
1000,5,0,0.0120738326670416,0.995635455936301,0.995493257370892,0.967659628423579
1000,5,0.3,0.0433167790319877,0.946758493681174,0.94492975867788,0.655888901408782
